order,ObjectID,ObjectName,CollectionID,Collection,DateBeginYear,DateEndYear,DateText,Title,Classification,Creator,PrimaryImage
2563,31956,albums (books); drawings; watercolors,7,18th and 19th Century Art,1825,1870,1825-1870,If There is One Thing More than Another,Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PS3_37.2468.9_Fnt_DD_KI13.jpg
2564,31957,oil paintings (visual works),7,18th and 19th Century Art,1860,1860,1860,Diogenes,Painting & Drawing,"Jean-L\xc3\xa9on G\xc3\xa9r\xc3\xb4me (French, 1824-1904)",http://static.thewalters.org/images/PL1_37.131_Fnt_TR_T84IB.jpg
2565,31968,drawings (visual works),7,18th and 19th Century Art,1858,1860,1858-1860,Crossing to the North Fork of the Platte River,Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PS3_37.1940.8_Fnt_DD_KI13.jpg
2566,31989,drawings (visual works),7,18th and 19th Century Art,1857,1857,1857,Killing Hogs,Painting & Drawing,"David Hunter Strother (American, 1816-1888)",http://static.thewalters.org/images/PS3_37.1971_Fnt_DD_KI13.jpg
2567,31991,oil paintings (visual works),8,Renaissance and Baroque Art,1510,1515,1510-1515,The Saviour,Painting & Drawing,School of Parma (Italian),http://static.thewalters.org/images/PS1_37.571_Fnt_DD_T16-tms.jpg
2568,31994,paintings,7,18th and 19th Century Art,1801,1900,19th century,Bust Portrait of a Young Man,Painting & Drawing,French,http://static.thewalters.org/images/PL2_37.1796_Fnt_BW_T83.jpg
2569,32002,sketches; drawings; leaf,7,18th and 19th Century Art,1800,1899,19th century,"Sketches of Stags' Heads and Antlers, Prowling Panther, and Animal Combat",Painting & Drawing,"Antoine-Louis Barye (French, 1795 - 1875)",http://static.thewalters.org/images/PL2_37.2127_Fnt_BW_H73.jpg
2570,32010,emakimono; hand scrolls,1,East Asian Art,1650,1700,2nd half 17th century,The Twenty-Four Ministers of the Tang [T'ang] Dynasty Emperor Taizong [T'ai-Tsung],Painting & Drawing,Chinese,http://static.thewalters.org/images/PS1_35.57_VwA_DD_T08.jpg
2571,32013,drawings (visual works),7,18th and 19th Century Art,1858,1858,1858,Obese Man,Painting & Drawing,"David Hunter Strother (American, 1816-1888)",http://static.thewalters.org/images/PS3_37.1970_Fnt_DD_KI13.jpg
2572,32030,paintings,7,18th and 19th Century Art,1847,1871,ca. 1859,Coast near Villers,Painting & Drawing,"Constant Troyon (French, 1810-1865)",http://static.thewalters.org/images/PL1_37.993_Fnt_TR_C80.jpg
2573,32042,color woodcuts,1,East Asian Art,1852,1852,1852,The Actor Ichikawa Ebiz\xc5\x8d V Danjuro VII Playing the Role of the Warrior-Monk Musashib\xc5\x8d Benkei,Prints,"Utagawa Toyokuni III (Japanese, 1786-1864) (known as Kunisada)",http://static.thewalters.org/images/PS3_95.778_Fnt_DD_JP09.jpg
2574,32075,drawings (visual works),7,18th and 19th Century Art,1847,1871,ca. 1859,A Dandy,Painting & Drawing,"John McLenan (American, 1827-1865)",http://static.thewalters.org/images/PS3_37.1961_Fnt_DD_KI13.jpg
2575,32087,paintings,8,Renaissance and Baroque Art,1450,1500,2nd half 15th century,Virgin and Child,Painting & Drawing,"Pedro Gonzales Berruguete (Spanish, died ca. 1504)",http://static.thewalters.org/images/PL7_37.745_Fnt_BW_H65.jpg
2576,32108,paintings; watercolors,7,18th and 19th Century Art,1829,1829,1829,Charles Carroll of Carrollton,Painting & Drawing,"Thomas Sully (American, 1783-1872)",http://static.thewalters.org/images/PS1_37.1553_Fnt_DD_T11.jpg
2577,32116,woodblock prints,1,East Asian Art,1839,1863,ca. 1851,Three Part Print: Sugawara buyuden,Prints,"Konishi Hirosada (Japanese, 1810-1864)",http://static.thewalters.org/images/PL2_95.728_Fnt_BW_T93.jpg
2578,32117,woodblock prints,1,East Asian Art,1809,1841,ca. 1821-1841,A Courtier on Horseback,Prints,"Shigeharu (Japanese, 1803-1853)",http://static.thewalters.org/images/PS3_95.310_Fnt_DD_JP09.jpg
2579,32154,albums (books); drawings; watercolors,7,18th and 19th Century Art,1825,1870,1825-1870,Jacques Strop Recieving a Bouquet,Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PS3_37.2468.22_Fnt_DD_KI13.jpg
2580,32175,drawings (visual works),7,18th and 19th Century Art,1826,1875,ca. 1838-1863,Moses,Painting & Drawing,"Alexandre Bida (French, 1823-1895)",http://static.thewalters.org/images/ARG_37.909_Fnt_UK.jpg
2581,32177,albums (books); drawings,7,18th and 19th Century Art,1855,1859,1855-1859,Untitled: Fran\xc3\xa7oise Ravel as Bertrand [Verso: Antoine Ravel as Bertrand],Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PS3_37.2453.11_Fnt_DD_KI13.jpg
2582,32188,albums (books); paintings; folios (leaves),1,East Asian Art,1876,1876,1876,"Leaf from Album Depicting Birds, Flowers, Landscapes, and Flower Pots",Painting & Drawing,"Yoshizawa Setsuan (Japanese, 1809-1889)",http://static.thewalters.org/images/PS3_35.174.16A_Fnt_DD_T09.jpg
2583,32197,drawings (visual works),7,18th and 19th Century Art,1852,1852,1852,Two Dancers Backstage,Painting & Drawing,"Paul Gavarni (French, 1804-1866)",http://static.thewalters.org/images/PS1_37.1431_Fnt_DD_T13.jpg
2584,32207,paintings,7,18th and 19th Century Art,1905,1905,1905,Study of Juliette,Painting & Drawing,"Julius Le Blanc Stewart (American, 1855 - 1919)",http://static.thewalters.org/images/PS1_37.2658_Fnt_DD_T13.jpg
2585,32214,watercolors (paintings),7,18th and 19th Century Art,1858,1860,1858-1860,Wild Scenery (Making a Cache),Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PS1_37.1940.112_Fnt_DD_T09.jpg
2586,32244,paintings; portraits,7,18th and 19th Century Art,1813,1837,ca. 1825,"Portrait of Ludwig I, King of Bavaria",Painting & Drawing,"Studio of Joseph Karl Stieler (German, 1781-1858)",http://static.thewalters.org/images/PL7_37.881_Fnt_BW_H72.jpg
2587,32255,watercolors (paintings),7,18th and 19th Century Art,1858,1860,1858-1860,Snake Indians,Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PL1_37.1940.88_Fnt_TR_T02II.jpg
2588,32288,paintings,8,Renaissance and Baroque Art,1664,1664,1664,Vision of Cornelius the Centurion,Painting & Drawing,"Gerbrand van den Eeckhout (Dutch, 1621-1674)",http://static.thewalters.org/images/ARG_37.2492_Fnt_UK.jpg
2589,32297,kakemono; scroll paintings,1,East Asian Art,1601,1700,17th century,Calligraphy,Painting & Drawing,"Wang Shimin (Chinese, 1592-1680)",http://static.thewalters.org/images/PL2_35.138_Fnt_BW.jpg
2590,32298,color woodcuts; diptychs,1,East Asian Art,1854,1855,1854-1855,Kanadehon chushingura,Prints,"Utagawa Yoshitaki (Japanese, 1841-1899)",http://static.thewalters.org/images/PS3_95.455.1-2_VwA_DD_JP09.jpg
2591,32308,woodblock prints,1,East Asian Art,1882,1882,1882,Yoshitoshi ryakuga,Prints,"Taiso Yoshitoshi (Japanese, 1839-1892)",http://static.thewalters.org/images/PS3_95.350_Fnt_DD_JP09.jpg
2592,32309,color woodcuts,1,East Asian Art,1898,1898,1898,Teahouse Garden with Ladies,Prints,"Mizuno Toshikata (Japanese, 1866-1908)",http://static.thewalters.org/images/PS3_95.304_Fnt_DD_JP09.jpg
2593,32314,color woodcuts,1,East Asian Art,1886,1886,1886,Dai Nippon meisho kagami,Prints,"Taiso Yoshitoshi (Japanese, 1839-1892)",http://static.thewalters.org/images/PS3_95.434_Fnt_DD_JP09.jpg
2594,32328,oil paintings (visual works); panel paintings; portraits,8,Renaissance and Baroque Art,1668,1692,ca. 1680,Half-length Portrait of a Peasant,Painting & Drawing,Venetian (Italian),http://static.thewalters.org/images/PL7_37.1137_Fnt_BW_H70.jpg
2595,32336,drawings (visual works),7,18th and 19th Century Art,1821,1882,1821-1882,Schoolgirl with Small Boy,Painting & Drawing,"Th\xc3\xa9ophile-Emmanuel Duverger (French, 1821-after 1882)",http://static.thewalters.org/images/PS1_37.1361_Fnt_DD_T09.jpg
2596,32442,color woodcuts,1,East Asian Art,1896,1896,1896,Nihon hana zue,Prints,"Ogata Gekko (Japanese, 1859 - 1920)",http://static.thewalters.org/images/PS3_95.211_Fnt_DD_JP09.jpg
2597,32453,watercolors (paintings),7,18th and 19th Century Art,1848,1872,ca. 1860,Girl Knitting,Painting & Drawing,"Philipp Rumpf (German, 1821-1896)",http://static.thewalters.org/images/PS1_37.1254_Fnt_DD_T13.jpg
2598,32479,panel paintings; altarpieces; fragments,8,Renaissance and Baroque Art,1403,1427,ca. 1415,St. James the Great,Painting & Drawing,"Attributed to the Master of the Ranghiasci Polyptych (Italian, active 2nd quarter of the 15th century)",http://static.thewalters.org/images/PL7_37.701_Fnt_BW.jpg
2599,32480,paintings,8,Renaissance and Baroque Art,1501,1550,1st half 16th century,The Flight into Egypt,Painting & Drawing,"Master of Bolea (Spanish, active ca. 1499-1515) (?)",http://static.thewalters.org/images/PL7_37.1936_Fnt_BT_NF_T88-tms.jpg
2600,32507,oil paintings (visual works),8,Renaissance and Baroque Art,1575,1642,1575-1642,The Mourning Virgin,Painting & Drawing,"Workshop of Guido Reni (Italian, 1575-1642)",http://static.thewalters.org/images/PL7_37.492_Fnt_BW_H73.jpg
2601,32545,color woodcuts,1,East Asian Art,1856,1856,1856,Sasaki Genryu in a Sword Fight on a Beach,Prints,"Utagawa Kuniyoshi (Japanese, 1798-1861)",http://static.thewalters.org/images/PS3_95.337_Fnt_DD_JP09.jpg
2602,32550,banners; paintings,65,South and Southeast Asian Art,1887,1887,1887,Postures of the Buddha,Painting & Drawing,Thai,http://static.thewalters.org/images/CUR_35.184_TopBot_DD_2013_merged.jpg
2603,32561,woodblock prints,1,East Asian Art,1838,1862,ca. 1850,Buyu setsugekka,Prints,"Sadanobu I (Japanese, 1809-1879)",http://static.thewalters.org/images/PS3_95.735_Fnt_DD_JP09.jpg
2604,32568,oil paintings (visual works),7,18th and 19th Century Art,1850,1855,1850-1855,Cupid Disarmed,Painting & Drawing,"Narcisse Virgile Diaz de la Pe\xc3\xb1a (French, 1807-1876)",http://static.thewalters.org/images/PL2_37.114_Fnt_BW.jpg
2605,32570,color woodcuts,1,East Asian Art,1899,1899,1899,Nogaku zue,Prints,"Sakamaki Kogyo (Japanese, 1869-1927)",http://static.thewalters.org/images/PS3_95.278_Fnt_DD_JP09.jpg
2606,32595,watercolors (paintings),7,18th and 19th Century Art,1858,1860,1858-1860,"Buffalo Hunting, near Independence Rock",Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PL1_37.1940.105_Fnt_TR_T86IIA.jpg
2607,32610,paintings,7,18th and 19th Century Art,1860,1860,1860,Lago di Nemi,Painting & Drawing,"Edoardo Pastina (Italian, active ca. 1850 - 1870)",http://static.thewalters.org/images/PL2_37.1810_Fnt_BW_H43.jpg
2608,32615,color woodcuts,1,East Asian Art,1847,1848,1847-1848,Seichu gishi den,Prints,"Utagawa Kuniyoshi (Japanese, 1798-1861)",http://static.thewalters.org/images/PS3_95.43_Fnt_DD_JP09.jpg
2609,32620,oil paintings (visual works),8,Renaissance and Baroque Art,1490,1499,1490-1499,Saint Anne with Saint Catherine of Alexandria and Saint Lucy,Painting & Drawing,"Francesco di Bosio Zaganelli (Italian, ca. 1470-ca. 1532)",http://static.thewalters.org/images/PL7_37.739_Fnt_BW.jpg
2610,32622,color woodcuts,1,East Asian Art,1898,1898,1898,Nogaku zue,Prints,"Sakamaki Kogyo (Japanese, 1869-1927)",http://static.thewalters.org/images/PS3_95.283_Fnt_DD_JP09.jpg
2611,32623,oil paintings (visual works),8,Renaissance and Baroque Art,1708,1732,ca. 1720,Allegory of the Papacy of Clement XI,Painting & Drawing,"Domenico Antonio Vaccaro (Italian, 1681-1745)",http://static.thewalters.org/images/PL9_37.1897_Fnt_SL.jpg
2612,32624,watercolors (paintings),7,18th and 19th Century Art,1858,1860,1858-1860,Yell of Triumph,Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PL1_37.1940.151_Fnt_TR_T03IV.jpg
2613,32639,watercolors (paintings),7,18th and 19th Century Art,1858,1860,1858-1860,Lake Scene - Wind River Mts.,Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PS3_37.1940.146_Fnt_DD_KI13.jpg
2614,32644,paintings; polyptychs; pinnacles,8,Renaissance and Baroque Art,1458,1482,ca. 1470,The Prophet Moses,Painting & Drawing,"Niccol\xc3\xb2 da Foligno (Italian, ca. 1420-1502)",http://static.thewalters.org/images/PS1_37.620E_BefTrtFnt_DD_T09.jpg
2615,32658,color woodcuts,1,East Asian Art,1830,1830,1830,A Courtesan with a Large Black Obi,Prints,Kikugawa Eizan,http://static.thewalters.org/images/PS3_95.300_Fnt_DD_JP09.jpg
2616,32662,panel paintings; oil paintings,8,Renaissance and Baroque Art,1606,1632,ca. 1618-1620,Christ and the Tribute Money,Painting & Drawing,"Domenico Fetti (Italian, ca. 1589-1623)",http://static.thewalters.org/images/PL1_37.582_Fnt_TR_T86III.jpg
2617,32667,albums (books); drawings; watercolors,7,18th and 19th Century Art,1825,1870,1825-1870,Carrie. Toilet- at the Broken Mirror,Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PS3_37.2468.38_Fnt_DD_KI13.jpg
2618,32671,albums (books); paintings; folios (leaves),1,East Asian Art,1876,1876,1876,"Leaf from Album Depicting Birds, Flowers, Landscapes, and Flower Pots",Painting & Drawing,"Yoshizawa Setsuan (Japanese, 1809-1889)",http://static.thewalters.org/images/PS3_35.174.7B_Fnt_DD_T09.jpg
2619,32679,kakemono; scroll paintings,1,East Asian Art,1701,1900,18th-19th century,Portrait of Dong Fang Shuo with Two Attendants,Painting & Drawing,Bao Kai (Chinese),http://static.thewalters.org/images/PS1_35.23_Fnt_DD_T09.jpg
2620,32681,oil paintings (visual works),8,Renaissance and Baroque Art,1600,1610,1600-1610,The Fall of Man,Painting & Drawing,"Pietro Mera (Flemish, active ca. 1571-ca. 1611)",http://static.thewalters.org/images/PL7_37.576_Fnt_BW_H62.jpg
2621,32684,paintings,7,18th and 19th Century Art,1701,1800,18th century,Flower Piece,Painting & Drawing,Venetian (Italian),http://static.thewalters.org/images/PL2_37.1728_Fnt_BW_H43.jpg
2622,32707,woodblock prints,1,East Asian Art,1819,1819,1819 (?),Leaf from Hokusai Manga,Prints,"Hokusai Katsushika (Japanese, 1760-1849)",http://static.thewalters.org/images/PS3_95.153_Fnt_DD_JP09.jpg
2623,32721,paintings; portraits,7,18th and 19th Century Art,1848,1872,ca. 1860,Portrait of Bismark,Painting & Drawing,"Carl Bersch (German | American, 1834-1914)",http://static.thewalters.org/images/PS1_37.2540_Fnt_DD_T13.jpg
2624,32732,oil paintings (visual works),8,Renaissance and Baroque Art,1582,1582,1582,The Adoration of the Shepherds,Painting & Drawing,"Bernardo Castello (Italian, 1557-1629)",http://static.thewalters.org/images/PL1_37.1929_Fnt_TR_T91II.jpg
2625,32735,paintings,8,Renaissance and Baroque Art,1458,1482,ca. 1470,Madonna and Child with Saints and Angels,Painting & Drawing,"Matteo di Giovanni (Italian, ca. 1430-1495)",http://static.thewalters.org/images/PL9_37.1038_Fnt_SL_T.jpg
2626,32739,color woodcuts,1,East Asian Art,1854,1855,1854-1855,Kanadehon chushingura,Prints,"Utagawa Kuniyoshi (Japanese, 1798-1861)",http://static.thewalters.org/images/PS3_95.118_Fnt_DD_JP09.jpg
2627,32754,color woodcuts,1,East Asian Art,1893,1893,1893,Nihon hana zue,Prints,"Ogata Gekko (Japanese, 1859 - 1920)",http://static.thewalters.org/images/PS3_95.201_Fnt_DD_JP09.jpg
2628,32761,albums (books); folios (leaves),1,East Asian Art,1748,1749,1748-1749,Colophon Page of Album with Calligraphy,Painting & Drawing,"Ch'iang P'u (Chinese, 1708-1761)",http://static.thewalters.org/images/PS1_35.196.2B_Fnt_DD_T09.jpg
2629,32788,watercolors (paintings),7,18th and 19th Century Art,1873,1873,1873,A Fishmonger's Shop,Painting & Drawing,"Frederick Walker (English, 1840-1875)",http://static.thewalters.org/images/PS1_37.943_Fnt_DD_T11.jpg
2630,32799,color woodcuts,1,East Asian Art,1899,1899,1899,Nogaku zue,Prints,"Sakamaki Kogyo (Japanese, 1869-1927)",http://static.thewalters.org/images/PS3_95.253_Fnt_DD_JP09.jpg
2631,32801,woodblock prints,1,East Asian Art,1858,1858,1858,Mitate Sanko no Uchi,Prints,"Utagawa Toyokuni III (Japanese, 1786-1864)",http://static.thewalters.org/images/PS3_95.754_Fnt_DD_JP09.jpg
2632,32807,color woodcuts,1,East Asian Art,1726,1793,1726-1793,Taira Tadamori and the Oil Thief,Prints,"Shunsho (Japanese, 1726-1793)",http://static.thewalters.org/images/PS3_95.675_Fnt_DD_JP09.jpg
2633,32814,oil paintings (visual works); tondi,8,Renaissance and Baroque Art,1510,1563,1510-1563,Portrait of a Young Man,Painting & Drawing,"Francesco Salviati (Italian, 1510-1563)",http://static.thewalters.org/images/PL7_37.1105_Fnt_BW.jpg
2634,32826,watercolors (paintings),7,18th and 19th Century Art,1868,1868,1868,St. Simeon Stylites in Egypt,Painting & Drawing,"Louis Fr\xc3\xa9d\xc3\xa9ric Sch\xc3\xbctzenberger (French, 1825-1903)",http://static.thewalters.org/images/ARG_37.1334_Fnt_BW.jpg
2635,32838,watercolors (paintings),7,18th and 19th Century Art,1859,1865,1859-1865,Peasant Leaning on a Stick,Painting & Drawing,"Paul Gavarni (French, 1804-1866)",http://static.thewalters.org/images/PS3_37.1453_Fnt_DD_T13.jpg
2636,32847,oil paintings (visual works); panel paintings,8,Renaissance and Baroque Art,1550,1600,2nd half 16th century,Portrait of an Elderly Woman,Painting & Drawing,Venetian (Italian),http://static.thewalters.org/images/PL2_37.257_Fnt_BW.jpg
2637,32848,oil paintings (visual works),8,Renaissance and Baroque Art,1500,1550,1st half 16th century,Portrait of a Man in Thought,Painting & Drawing,Venetian (Italian),http://static.thewalters.org/images/PL7_37.472_Fnt_BW.jpg
2638,32853,albums (books); paintings; folios (leaves),1,East Asian Art,1876,1876,1876,"Leaf from Album Depicting Birds, Flowers, Landscapes, and Flower Pots",Painting & Drawing,"Yoshizawa Setsuan (Japanese, 1809-1889)",http://static.thewalters.org/images/PS3_35.174.3A_Fnt_DD_T09.jpg
2639,32858,albums (books); drawings; watercolors,7,18th and 19th Century Art,1825,1870,1825-1870,Mischief Maker,Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PS3_37.2468.39_Fnt_DD_KI13.jpg
2640,32861,None,7,18th and 19th Century Art,1843,1843,1843,"""Mother\'s Sorrow""",Painting & Drawing,Henry Walker Herrick (1824-1906),http://static.thewalters.org/images/PL2_37.1957_Fnt_BW.jpg
2641,32864,kakemono; scroll paintings,1,East Asian Art,1501,1600,16th century,Mountain Landscape with Figures,Painting & Drawing,Chinese,http://static.thewalters.org/images/PL7_35.44_Fnt_BW_5379.jpg
2642,32871,sketches; drawings,7,18th and 19th Century Art,1800,1899,19th century,Two Sketches of Heads,Painting & Drawing,"Antoine-Louis Barye (French, 1795 - 1875)",http://static.thewalters.org/images/PS1_37.2241_Fnt_DD_T10.jpg
2643,32875,color woodcuts,1,East Asian Art,1861,1885,ca. 1873-1880,Encounter on a Stormy Night,Prints,"Yoshimitsu (Japanese, 1850-1891)",http://static.thewalters.org/images/PS3_95.599A_Fnt_DD_JP09.jpg
2644,32887,color woodcuts,1,East Asian Art,1833,1857,ca. 1845-1846,Tokaido gojusan tsui,Prints,"Utagawa Kuniyoshi (Japanese, 1798-1861)",http://static.thewalters.org/images/PS3_95.593_Fnt_DD_JP09.jpg
2645,32903,color woodcuts,1,East Asian Art,1836,1836,1836,Daimyo's Entourage,Prints,"Hokuei (Japanese, active 1824-1837)",http://static.thewalters.org/images/PS3_95.85_Fnt_DD_JP09.jpg
2646,32905,paintings,7,18th and 19th Century Art,1882,1882,1882,The Tulip Folly,Painting & Drawing,"Jean-L\xc3\xa9on G\xc3\xa9r\xc3\xb4me (French, 1824-1904)",http://static.thewalters.org/images/PL1_37.2612_Fnt_TR_T92II.jpg
2647,32914,drawings (visual works),7,18th and 19th Century Art,1885,1885,1885,La Conqu\xc3\xa9rante,Painting & Drawing,"Gustave Jean Jacquet (French, 1846-1909)",http://static.thewalters.org/images/ARG_37.890_Fnt_UK.jpg
2648,32931,paintings,7,18th and 19th Century Art,1830,1830,1830,"Interior of the Painted Hall, Greenwich Hospital",Painting & Drawing,"John Scarlett Davis (English, 1804-1845)",http://static.thewalters.org/images/PS1_37.761_ATFnt_DD_T16-022087-2-tms.jpg
2649,32961,watercolors (paintings),7,18th and 19th Century Art,1858,1860,1858-1860,Pierre and the Buffalo,Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PS1_37.1940.58_Fnt_DD_T08.jpg
2650,32962,oil paintings (visual works),8,Renaissance and Baroque Art,1468,1492,ca. 1480,Saint Catherine Confronting the Emperor,Painting & Drawing,Flemish,http://static.thewalters.org/images/PS1_37.2488_FntAftTrt_DD_T07.jpg
2651,32970,oil paintings (visual works); panel paintings,7,18th and 19th Century Art,1801,1900,19th century,Disappointment,Painting & Drawing,"Antoine-\xc3\x89mile Plassan (French, 1817-1903)",http://static.thewalters.org/images/PL2_37.56_Fnt_BW.jpg
2652,32977,paintings; portraits,7,18th and 19th Century Art,1810,1874,1810-1874,George Washington at Mount Vernon,Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PS1_37.2526_Fnt_DD_T13.jpg
2653,32988,paintings,8,Renaissance and Baroque Art,1625,1675,1645-1655,Penitent Magdelene,Painting & Drawing,"Workshop of Francesco Furini (Italian, 1603-1646)",http://static.thewalters.org/images/PL7_37.2513_Fnt_BW.jpg
2654,33038,watercolors (paintings); frontispieces,7,18th and 19th Century Art,1859,1859,1859,"Illuminated Frontispiece with the Maryland Coat-of-arms for William T. Walters\' Drawings Album ""Original Sketches""",Painting & Drawing,C. M. B. (American),http://static.thewalters.org/images/PS3_37.1947_Fnt_DD_KI13.jpg
2655,33064,emakimono; handscrolls,1,East Asian Art,1793,1793,1793,Listening-to-the-Rain Studio,Painting & Drawing,"Wang Chen (Chinese, 1720-1797)",http://static.thewalters.org/images/PL7_35.183_DetB_BW_T93.jpg
2656,33076,albums (books); drawings; watercolors,7,18th and 19th Century Art,1825,1870,1825-1870,Irish Argument,Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PS3_37.2519.6_Fnt_DD_KI13.jpg
2657,33077,albums (books); watercolors,7,18th and 19th Century Art,1855,1859,1855-1859,Fran\xc3\xa7oise Ravel as Lourdin,Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PS3_37.2453.36_Fnt_DD_KI13.jpg
2658,33080,paintings,7,18th and 19th Century Art,1701,1800,18th century,Portrait of a Man,Painting & Drawing,French,http://static.thewalters.org/images/PL2_37.1918_Fnt_BW_H69.jpg
2659,33082,color woodcuts,1,East Asian Art,1833,1857,ca. 1845-1846,Fifty-Three Pairings along the T\xc5\x8dkaid\xc5\x8d Road,Prints,"Ando Hiroshige (Japanese, 1797-1858)",http://static.thewalters.org/images/PS3_95.561_Fnt_DD_JP09.jpg
2660,33085,color woodcuts,1,East Asian Art,1835,1859,ca. 1847-1848,Kataki uchi chuko den,Prints,"Utagawa Kuniyoshi (Japanese, 1798-1861)",http://static.thewalters.org/images/PS3_95.415_Fnt_DD_JP09.jpg
2661,33086,drawings (visual works),7,18th and 19th Century Art,1851,1851,1851,God the Father Creating the World,Painting & Drawing,"Carl Ferdinand Sohn (German, 1805-1867)",http://static.thewalters.org/images/PS1_37.1309_Fnt_DD_T10.jpg
2662,33090,tondi,8,Renaissance and Baroque Art,1488,1512,ca. 1500,Madonna and Child with Two Angels,Painting & Drawing,"Agnolo di Domenico del Mazziere (Italian, 1466 - 1513)",http://static.thewalters.org/images/PL1_37.432_Fnt_TR.jpg
2663,33091,oil paintings (visual works),8,Renaissance and Baroque Art,1706,1731,ca. 1718-1719,Alexander the Great at the Tomb of Achilles,Painting & Drawing,"Giovanni Paolo Panini (Italian, ca. 1692-1765)",http://static.thewalters.org/images/PL1_37.510_Fnt_TR_C80II.jpg
2664,33092,woodblock prints; tetraptychs,1,East Asian Art,1823,1847,ca. 1835-36,"Tetraptych: Ka, cho, fu, getsu",Prints,"Hokuei (Japanese, active 1824-1837)",http://static.thewalters.org/images/PL2_95.292_Fnt_BW_T89.jpg
2665,33149,albums (books); paintings; folios (leaves),1,East Asian Art,1876,1876,1876,"Leaf from Album Depicting Birds, Flowers, Landscapes, and Flower Pots",Painting & Drawing,"Yoshizawa Setsuan (Japanese, 1809-1889)",http://static.thewalters.org/images/PS3_35.174.5B_Fnt_DD_T09.jpg
2666,33174,paintings,7,18th and 19th Century Art,1867,1880,1867/1880,Visionary Landscape,Painting & Drawing,"George Inness (American, 1825-1894)",http://static.thewalters.org/images/PS1_37.2775_Fnt_DD_T13.jpg
2667,33227,drawings (visual works),7,18th and 19th Century Art,1828,1906,1828-1906,Mother with Child,Painting & Drawing,"Andr\xc3\xa9-Henri Dargelas (French, 1828-1906)",http://static.thewalters.org/images/PL7_37.1280_Fnt_BW_C82.jpg
2668,33231,watercolors (paintings),7,18th and 19th Century Art,0,0,n.d.,Interior with Italian Woman and Children,Painting & Drawing,"Alexandre-Marie Guillemin (French, 1817-1880)",http://static.thewalters.org/images/PS1_37.1382_Fnt_DD_T09.jpg
2669,33248,drawings (visual works),7,18th and 19th Century Art,1828,1852,ca. 1840,"Scene in Perthshire, Scotland",Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PS3_37.2731_FntCc_DD_KI13.jpg
2670,33253,oil paintings (visual works),8,Renaissance and Baroque Art,1540,1549,1540-1549,Madonna and Child with Saints,Painting & Drawing,"Bonifazio de' Pitati (Italian, 1487-1553)",http://static.thewalters.org/images/PL9_37.579_Fnt_SL_C80.jpg
2671,33259,watercolors (paintings),7,18th and 19th Century Art,1858,1860,1858-1860,Bull Boating,Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PL1_37.1940.180_Fnt_TR_T91IIA.jpg
2672,33267,color woodcuts,1,East Asian Art,1833,1904,1833-1904,Jihizo with Pole in Evening Snow,Prints,"Yoshiiku (Japanese, 1833-1904)",http://static.thewalters.org/images/PS3_95.633_Fnt_DD_JP09.jpg
2673,33287,albums (books); watercolors,7,18th and 19th Century Art,1855,1859,1855-1859,Antoine Ravel as Robert Macaire,Painting & Drawing,"Alfred Jacob Miller (American, 1810-1874)",http://static.thewalters.org/images/PS3_37.2453.9_Fnt_DD_KI13.jpg
2674,33290,paintings,7,18th and 19th Century Art,1848,1872,ca. 1860,View of Castel Gandolfo,Painting & Drawing,"Edoardo Pastina (Italian, active ca. 1850 - 1870)",http://static.thewalters.org/images/PL2_37.1752_Fnt_BW_H43.jpg
2675,33299,watercolors (paintings),7,18th and 19th Century Art,1828,1861,ca. 1840,Lion and Serpent,Painting & Drawing,"Antoine-Louis Barye (French, 1795 - 1875)",http://static.thewalters.org/images/PL1_37.829_Fnt_UK_T94.jpg
2676,33301,drawings (visual works),7,18th and 19th Century Art,1800,1899,19th century,Female Head In Profile,Painting & Drawing,Daniel Huntington,http://static.thewalters.org/images/PL2_37.1556_Fnt_BW_C79.jpg
